,answers,id,questions,target_answers,score,correct
2892,"Leave your brand in the world, something good for others ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2893,that our legacy lives forever ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2894,"Leave traces, make changes ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2895,The important thing is to leave a legacy that transcends over time ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,4.5,1.0
2896,That does not want to live forever ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,1.0,0.0
2897,"It is better to leave a trace through something that solves a big humanity problem, which through your own image ",16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,0.0
2898,I can leave a legacy and image that tell my story for ever and ever ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.0,1.0
2899,We need something in life that keeps us alive in spirit and soul ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,2.5,0.0
2900,Leave a trace in the world ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2901,It is important to give something to the world with what is remembered. ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2902,The legacies must be eternal ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,3.5,1.0
2903,Having goals makes us all have a life purpose ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,2.5,0.0
2904,May your actions speak of your essence. ,16,"The idea is not to live forever, the idea is to create something that does. Of aphorism it is inferred that ",The legacy of humanity is in what they have materialized. ,2.0,0.0
